file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/workspace/experimento/entregas/P3-integrante/trials/05-kata5-poker-WITH_AI/src/main/java/PokerHand.java,PokerHand$Card,innerclass,1,1,0,1,2,1,0,3,0,0.0,-1.0,-1.0,2,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,14,1,0,0,0,0,0,3,5,2,5,0,0,0,0,7,26,0
/workspace/experimento/entregas/P3-integrante/trials/05-kata5-poker-WITH_AI/src/main/java/PokerHand.java,PokerHand,class,2,3,1,2,37,1,0,17,36,0.0,NaN,NaN,9,9,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,109,20,8,13,0,0,9,18,13,1,12,3,0,1,0,33,1,0
